name,Scientific Name,Endemic Status,Conservation Status,forest,city,Region,Unique Fact,Season,active
Neem Tree,Ocimum sanctum,No,Near Threatened,Fields,Pune,East India,National flower of India,summer,afternoon
Lotus,Helianthus annuus,Yes,Near Threatened,Urban Gardens,Nagpur,West India,Produces delicious fruit,summer,afternoon
Rose,Pinus,No,Near Threatened,Rainforests,Nagpur,Northeast India,Healing properties for skin,winter,night
Neem Tree,Nelumbo nucifera,Yes,Endangered,Rainforests,Mumbai,East India,Symbol of love and beauty,monsoon,morning
Sunflower,Cactaceae,Yes,Vulnerable,Orchards,Jaipur,Central India,Turns towards the sun,monsoon,night
Mango Tree,Azadirachta indica,No,Near Threatened,Coastal Forests,Kolkata,Central India,Sacred plant in India,monsoon,night
Aloe Vera,Musa acuminata,No,Endangered,Grasslands,Chennai,Central India,Produces delicious fruit,winter,afternoon
Cactus,Rosa indica,Yes,Vulnerable,Urban Gardens,Jaipur,East India,Fast-growing and high yield,winter,morning
Mango Tree,Ocimum sanctum,No,Endangered,Orchards,Mumbai,North India,National flower of India,winter,afternoon
Cactus,Helianthus annuus,Yes,Least Concern,Coastal Forests,Lucknow,South India,Known for medicinal properties,spring,night
Neem Tree,Helianthus annuus,Yes,Vulnerable,Wetlands,Kolkata,Northeast India,Evergreen and long-lived,winter,afternoon
Mango Tree,Rosa indica,Yes,Vulnerable,Grasslands,Lucknow,Northeast India,Fast-growing and high yield,spring,night
Neem Tree,Musa acuminata,Yes,Near Threatened,Urban Gardens,Chennai,East India,Produces delicious fruit,spring,afternoon
Cactus,Nelumbo nucifera,No,Near Threatened,Orchards,Delhi,North India,Sacred plant in India,summer,afternoon
Mango Tree,Helianthus annuus,Yes,Near Threatened,Deserts,Mumbai,North India,Sacred plant in India,winter,morning
Banana Plant,Azadirachta indica,No,Endangered,Fields,Mumbai,West India,Evergreen and long-lived,summer,afternoon
Lotus,Cactaceae,Yes,Near Threatened,Urban Gardens,Ahmedabad,East India,Turns towards the sun,winter,morning
Tulsi,Pinus,Yes,Vulnerable,Rainforests,Jaipur,North India,National flower of India,summer,morning
Sunflower,Ocimum sanctum,No,Vulnerable,Tropical Forests,Hyderabad,West India,National flower of India,monsoon,afternoon
Rose,Pinus,Yes,Endangered,Orchards,Chennai,North India,Produces delicious fruit,monsoon,night
Neem Tree,Ocimum sanctum,No,Least Concern,Orchards,Jaipur,East India,National flower of India,monsoon,night
Aloe Vera,Mangifera indica,No,Least Concern,Urban Gardens,Hyderabad,South India,Survives in arid climates,summer,afternoon
Banana Plant,Musa acuminata,No,Least Concern,Grasslands,Bangalore,Northeast India,Symbol of love and beauty,winter,afternoon
Neem Tree,Azadirachta indica,Yes,Vulnerable,Tropical Forests,Amravati,Central India,Turns towards the sun,monsoon,afternoon
Lotus,Mangifera indica,Yes,Vulnerable,Deserts,Kolkata,North India,Symbol of love and beauty,summer,night
Aloe Vera,Nelumbo nucifera,Yes,Endangered,Tropical Forests,Chennai,Northeast India,Sacred plant in India,winter,morning
Banana Plant,Cactaceae,Yes,Near Threatened,Rainforests,Chennai,Central India,Known for medicinal properties,summer,night
Lotus,Cactaceae,No,Vulnerable,Mountains,Mumbai,North India,Symbol of love and beauty,spring,afternoon
Mango Tree,Azadirachta indica,No,Least Concern,Orchards,Nagpur,North India,Evergreen and long-lived,spring,afternoon
Lotus,Cactaceae,No,Least Concern,Grasslands,Ahmedabad,Northeast India,Fast-growing and high yield,spring,night
Sunflower,Aloe barbadensis,Yes,Least Concern,Mountains,Delhi,South India,Evergreen and long-lived,monsoon,morning
Pine Tree,Azadirachta indica,No,Least Concern,Tropical Forests,Pune,Northeast India,Known for medicinal properties,monsoon,afternoon
Sunflower,Azadirachta indica,No,Endangered,Grasslands,Jaipur,East India,Healing properties for skin,winter,night
Neem Tree,Azadirachta indica,Yes,Vulnerable,Deserts,Bangalore,East India,Sacred plant in India,summer,morning
Lotus,Pinus,No,Vulnerable,Mountains,Ahmedabad,East India,Turns towards the sun,winter,morning
Pine Tree,Helianthus annuus,Yes,Least Concern,Wetlands,Nagpur,North India,Turns towards the sun,summer,night
Tulsi,Musa acuminata,Yes,Endangered,Wetlands,Mumbai,West India,Known for medicinal properties,winter,night
Pine Tree,Ocimum sanctum,No,Endangered,Tropical Forests,Hyderabad,North India,Sacred plant in India,summer,afternoon
Lotus,Nelumbo nucifera,No,Endangered,Coastal Forests,Ahmedabad,East India,Turns towards the sun,spring,afternoon
Lotus,Azadirachta indica,No,Endangered,Orchards,Delhi,South India,Evergreen and long-lived,monsoon,morning
Neem Tree,Nelumbo nucifera,Yes,Least Concern,Deserts,Lucknow,Central India,Turns towards the sun,monsoon,afternoon
Cactus,Aloe barbadensis,Yes,Least Concern,Fields,Amravati,West India,Produces delicious fruit,summer,night
Lotus,Mangifera indica,No,Least Concern,Deserts,Hyderabad,South India,Produces delicious fruit,summer,night
Lotus,Helianthus annuus,Yes,Least Concern,Wetlands,Ahmedabad,South India,Evergreen and long-lived,spring,morning
Mango Tree,Aloe barbadensis,No,Near Threatened,Orchards,Pune,East India,Turns towards the sun,spring,morning
Pine Tree,Cactaceae,Yes,Endangered,Grasslands,Nagpur,Northeast India,Produces delicious fruit,spring,morning
Pine Tree,Ocimum sanctum,Yes,Vulnerable,Orchards,Jaipur,North India,Symbol of love and beauty,monsoon,morning
Lotus,Nelumbo nucifera,Yes,Least Concern,Fields,Chennai,North India,Fast-growing and high yield,winter,afternoon
Lotus,Helianthus annuus,Yes,Near Threatened,Mountains,Amravati,Central India,Turns towards the sun,winter,night
Aloe Vera,Ocimum sanctum,Yes,Vulnerable,Coastal Forests,Bangalore,East India,Healing properties for skin,winter,morning
Mango Tree,Musa acuminata,No,Least Concern,Rainforests,Bangalore,South India,Sacred plant in India,spring,night
Lotus,Pinus,Yes,Vulnerable,Orchards,Bangalore,Northeast India,Produces delicious fruit,monsoon,night
Sunflower,Cactaceae,Yes,Near Threatened,Wetlands,Kolkata,West India,Symbol of love and beauty,summer,night
Rose,Mangifera indica,Yes,Vulnerable,Urban Gardens,Bangalore,Northeast India,Produces delicious fruit,winter,morning
Cactus,Musa acuminata,Yes,Endangered,Grasslands,Bangalore,West India,Survives in arid climates,spring,night
Sunflower,Helianthus annuus,No,Least Concern,Deserts,Amravati,North India,Fast-growing and high yield,monsoon,morning
Cactus,Rosa indica,No,Vulnerable,Urban Gardens,Bangalore,South India,Evergreen and long-lived,winter,afternoon
Mango Tree,Ocimum sanctum,No,Least Concern,Grasslands,Hyderabad,South India,National flower of India,summer,morning
Sunflower,Helianthus annuus,Yes,Vulnerable,Mountains,Nagpur,South India,Sacred plant in India,monsoon,morning
Cactus,Mangifera indica,No,Near Threatened,Wetlands,Ahmedabad,Northeast India,Sacred plant in India,summer,afternoon
Aloe Vera,Mangifera indica,No,Vulnerable,Coastal Forests,Delhi,Central India,Produces delicious fruit,summer,morning
Tulsi,Musa acuminata,Yes,Vulnerable,Grasslands,Mumbai,North India,Known for medicinal properties,spring,night
Lotus,Azadirachta indica,Yes,Endangered,Tropical Forests,Lucknow,South India,Turns towards the sun,winter,morning
Cactus,Aloe barbadensis,Yes,Least Concern,Orchards,Hyderabad,East India,Known for medicinal properties,spring,morning
Sunflower,Musa acuminata,No,Near Threatened,Coastal Forests,Hyderabad,East India,Healing properties for skin,spring,night
Tulsi,Azadirachta indica,Yes,Near Threatened,Mountains,Jaipur,Northeast India,Evergreen and long-lived,summer,night
Mango Tree,Ocimum sanctum,Yes,Least Concern,Fields,Chennai,North India,Turns towards the sun,spring,night
Lotus,Pinus,Yes,Least Concern,Deserts,Chennai,North India,Turns towards the sun,monsoon,afternoon
Banana Plant,Ocimum sanctum,Yes,Vulnerable,Urban Gardens,Lucknow,South India,Turns towards the sun,summer,morning
Lotus,Nelumbo nucifera,No,Least Concern,Fields,Ahmedabad,North India,Symbol of love and beauty,spring,afternoon
Sunflower,Azadirachta indica,Yes,Near Threatened,Deserts,Chennai,East India,National flower of India,winter,night
Mango Tree,Pinus,No,Endangered,Coastal Forests,Bangalore,North India,Fast-growing and high yield,monsoon,afternoon
Aloe Vera,Aloe barbadensis,Yes,Vulnerable,Deserts,Pune,South India,National flower of India,monsoon,night
Mango Tree,Helianthus annuus,Yes,Least Concern,Rainforests,Nagpur,Central India,Fast-growing and high yield,summer,morning
Mango Tree,Musa acuminata,No,Endangered,Fields,Delhi,Central India,Evergreen and long-lived,spring,night
Cactus,Pinus,Yes,Vulnerable,Rainforests,Pune,Central India,Healing properties for skin,winter,morning
Aloe Vera,Mangifera indica,No,Least Concern,Tropical Forests,Ahmedabad,North India,Survives in arid climates,spring,night
Neem Tree,Ocimum sanctum,Yes,Endangered,Rainforests,Mumbai,West India,Healing properties for skin,monsoon,night
Neem Tree,Helianthus annuus,No,Near Threatened,Orchards,Lucknow,North India,Fast-growing and high yield,monsoon,afternoon
Lotus,Cactaceae,Yes,Endangered,Tropical Forests,Pune,Central India,National flower of India,summer,night
Pine Tree,Rosa indica,Yes,Near Threatened,Urban Gardens,Chennai,West India,Produces delicious fruit,spring,afternoon
Neem Tree,Pinus,No,Endangered,Deserts,Nagpur,West India,Known for medicinal properties,monsoon,afternoon
Banana Plant,Azadirachta indica,No,Vulnerable,Wetlands,Nagpur,North India,Produces delicious fruit,monsoon,night
Rose,Musa acuminata,Yes,Least Concern,Orchards,Bangalore,Northeast India,Sacred plant in India,winter,night
Aloe Vera,Rosa indica,No,Vulnerable,Tropical Forests,Kolkata,East India,Known for medicinal properties,monsoon,morning
Cactus,Aloe barbadensis,No,Near Threatened,Mountains,Kolkata,West India,Symbol of love and beauty,monsoon,morning
Mango Tree,Ocimum sanctum,No,Vulnerable,Mountains,Hyderabad,West India,Symbol of love and beauty,spring,afternoon
Rose,Nelumbo nucifera,Yes,Least Concern,Coastal Forests,Chennai,Northeast India,Fast-growing and high yield,winter,morning
Neem Tree,Azadirachta indica,Yes,Near Threatened,Wetlands,Nagpur,East India,Survives in arid climates,spring,morning
Neem Tree,Helianthus annuus,Yes,Vulnerable,Deserts,Pune,Northeast India,Produces delicious fruit,spring,afternoon
Mango Tree,Musa acuminata,Yes,Least Concern,Grasslands,Nagpur,South India,Produces delicious fruit,summer,night
Pine Tree,Musa acuminata,No,Endangered,Fields,Bangalore,West India,Turns towards the sun,winter,afternoon
Mango Tree,Cactaceae,No,Endangered,Wetlands,Hyderabad,Central India,National flower of India,monsoon,afternoon
Tulsi,Aloe barbadensis,Yes,Endangered,Tropical Forests,Chennai,Northeast India,Turns towards the sun,spring,night
Aloe Vera,Azadirachta indica,No,Vulnerable,Orchards,Nagpur,East India,Symbol of love and beauty,spring,morning
Sunflower,Ocimum sanctum,Yes,Vulnerable,Orchards,Bangalore,North India,Produces delicious fruit,summer,morning
Banana Plant,Pinus,Yes,Endangered,Deserts,Delhi,North India,Evergreen and long-lived,monsoon,morning
Mango Tree,Pinus,No,Near Threatened,Wetlands,Delhi,Northeast India,Produces delicious fruit,spring,morning
Neem Tree,Cactaceae,Yes,Vulnerable,Urban Gardens,Kolkata,Northeast India,Fast-growing and high yield,spring,morning
Tulsi,Musa acuminata,Yes,Near Threatened,Urban Gardens,Lucknow,East India,Sacred plant in India,spring,afternoon
Aloe Vera,Mangifera indica,Yes,Vulnerable,Rainforests,Delhi,Northeast India,Known for medicinal properties,monsoon,afternoon
Aloe Vera,Rosa indica,No,Least Concern,Tropical Forests,Hyderabad,Central India,Known for medicinal properties,winter,night
Pine Tree,Mangifera indica,Yes,Vulnerable,Rainforests,Nagpur,West India,Produces delicious fruit,winter,night
Pine Tree,Musa acuminata,Yes,Vulnerable,Rainforests,Hyderabad,East India,Known for medicinal properties,spring,night
Rose,Cactaceae,Yes,Least Concern,Tropical Forests,Hyderabad,Northeast India,Produces delicious fruit,spring,morning
Mango Tree,Mangifera indica,Yes,Least Concern,Coastal Forests,Chennai,North India,Turns towards the sun,winter,afternoon
Lotus,Nelumbo nucifera,No,Endangered,Coastal Forests,Lucknow,West India,Healing properties for skin,winter,afternoon
Rose,Azadirachta indica,Yes,Endangered,Orchards,Pune,Northeast India,Survives in arid climates,spring,afternoon
Mango Tree,Aloe barbadensis,Yes,Vulnerable,Urban Gardens,Ahmedabad,East India,Survives in arid climates,summer,morning
Rose,Helianthus annuus,No,Near Threatened,Tropical Forests,Hyderabad,North India,Turns towards the sun,monsoon,night
Sunflower,Ocimum sanctum,Yes,Least Concern,Urban Gardens,Pune,North India,Fast-growing and high yield,winter,afternoon
Aloe Vera,Ocimum sanctum,Yes,Near Threatened,Coastal Forests,Lucknow,North India,Symbol of love and beauty,monsoon,morning
Neem Tree,Ocimum sanctum,No,Endangered,Grasslands,Amravati,Northeast India,Produces delicious fruit,monsoon,morning
Lotus,Rosa indica,No,Endangered,Grasslands,Bangalore,East India,Produces delicious fruit,monsoon,morning
Sunflower,Azadirachta indica,Yes,Vulnerable,Fields,Ahmedabad,East India,Survives in arid climates,monsoon,night
Tulsi,Helianthus annuus,Yes,Endangered,Tropical Forests,Delhi,East India,Produces delicious fruit,spring,afternoon
Mango Tree,Aloe barbadensis,Yes,Near Threatened,Urban Gardens,Kolkata,East India,National flower of India,summer,night
Tulsi,Rosa indica,Yes,Least Concern,Urban Gardens,Bangalore,West India,Survives in arid climates,winter,afternoon
Rose,Azadirachta indica,No,Endangered,Orchards,Mumbai,West India,Turns towards the sun,monsoon,afternoon
Sunflower,Aloe barbadensis,Yes,Endangered,Tropical Forests,Amravati,South India,Healing properties for skin,monsoon,night
Mango Tree,Ocimum sanctum,No,Endangered,Deserts,Chennai,Northeast India,Healing properties for skin,spring,afternoon
Aloe Vera,Aloe barbadensis,No,Near Threatened,Rainforests,Amravati,South India,Healing properties for skin,monsoon,morning
Tulsi,Mangifera indica,No,Endangered,Coastal Forests,Hyderabad,North India,Healing properties for skin,monsoon,night
Cactus,Musa acuminata,No,Least Concern,Urban Gardens,Nagpur,Central India,Evergreen and long-lived,spring,morning
Mango Tree,Aloe barbadensis,Yes,Vulnerable,Urban Gardens,Amravati,North India,Turns towards the sun,winter,afternoon
Mango Tree,Cactaceae,Yes,Vulnerable,Deserts,Pune,East India,Fast-growing and high yield,summer,morning
Cactus,Nelumbo nucifera,Yes,Endangered,Orchards,Amravati,North India,National flower of India,winter,night
Pine Tree,Pinus,No,Endangered,Wetlands,Bangalore,Central India,Produces delicious fruit,winter,afternoon
Tulsi,Musa acuminata,No,Vulnerable,Coastal Forests,Hyderabad,Central India,National flower of India,monsoon,night
Neem Tree,Cactaceae,No,Least Concern,Rainforests,Chennai,West India,Turns towards the sun,summer,afternoon
Mango Tree,Rosa indica,No,Endangered,Tropical Forests,Delhi,West India,Turns towards the sun,winter,morning
Cactus,Rosa indica,No,Least Concern,Grasslands,Bangalore,East India,Produces delicious fruit,monsoon,morning
Rose,Helianthus annuus,Yes,Vulnerable,Rainforests,Kolkata,South India,Evergreen and long-lived,winter,morning
Tulsi,Nelumbo nucifera,No,Near Threatened,Urban Gardens,Jaipur,West India,Sacred plant in India,summer,night
Lotus,Aloe barbadensis,No,Vulnerable,Coastal Forests,Chennai,North India,Turns towards the sun,spring,afternoon
Aloe Vera,Cactaceae,Yes,Least Concern,Orchards,Delhi,South India,Symbol of love and beauty,monsoon,morning
Tulsi,Mangifera indica,No,Near Threatened,Orchards,Delhi,North India,National flower of India,winter,night
Sunflower,Mangifera indica,Yes,Vulnerable,Wetlands,Pune,South India,Known for medicinal properties,monsoon,night
Cactus,Ocimum sanctum,No,Least Concern,Orchards,Kolkata,South India,Known for medicinal properties,spring,afternoon
Sunflower,Rosa indica,No,Least Concern,Tropical Forests,Pune,South India,Sacred plant in India,summer,afternoon
Rose,Cactaceae,Yes,Endangered,Grasslands,Lucknow,Northeast India,Fast-growing and high yield,summer,afternoon
Sunflower,Mangifera indica,No,Endangered,Urban Gardens,Pune,Central India,National flower of India,winter,night
Sunflower,Aloe barbadensis,No,Least Concern,Tropical Forests,Ahmedabad,West India,Healing properties for skin,monsoon,morning
Sunflower,Ocimum sanctum,Yes,Endangered,Orchards,Kolkata,Central India,Produces delicious fruit,spring,night
Mango Tree,Cactaceae,Yes,Near Threatened,Mountains,Mumbai,North India,Produces delicious fruit,spring,morning
Tulsi,Azadirachta indica,No,Near Threatened,Deserts,Chennai,North India,Produces delicious fruit,winter,afternoon
Neem Tree,Mangifera indica,No,Least Concern,Grasslands,Amravati,South India,Symbol of love and beauty,spring,night
Neem Tree,Pinus,No,Near Threatened,Rainforests,Nagpur,East India,Known for medicinal properties,summer,afternoon
Lotus,Aloe barbadensis,Yes,Endangered,Grasslands,Amravati,East India,Symbol of love and beauty,spring,morning
Tulsi,Rosa indica,No,Vulnerable,Urban Gardens,Nagpur,East India,Symbol of love and beauty,winter,morning
Pine Tree,Azadirachta indica,No,Vulnerable,Tropical Forests,Delhi,East India,Fast-growing and high yield,monsoon,afternoon
Neem Tree,Cactaceae,Yes,Least Concern,Coastal Forests,Nagpur,North India,Turns towards the sun,winter,morning
Cactus,Helianthus annuus,Yes,Endangered,Wetlands,Hyderabad,South India,National flower of India,winter,night
Neem Tree,Aloe barbadensis,Yes,Least Concern,Tropical Forests,Kolkata,North India,Symbol of love and beauty,monsoon,night
Aloe Vera,Musa acuminata,No,Near Threatened,Orchards,Nagpur,South India,Evergreen and long-lived,monsoon,morning
Sunflower,Mangifera indica,No,Endangered,Mountains,Bangalore,North India,Evergreen and long-lived,summer,night
Aloe Vera,Nelumbo nucifera,No,Near Threatened,Mountains,Lucknow,Northeast India,Sacred plant in India,monsoon,night
Pine Tree,Aloe barbadensis,No,Endangered,Orchards,Hyderabad,South India,Symbol of love and beauty,summer,night
Pine Tree,Pinus,No,Near Threatened,Tropical Forests,Hyderabad,North India,Healing properties for skin,summer,morning
Aloe Vera,Rosa indica,Yes,Near Threatened,Tropical Forests,Pune,Northeast India,National flower of India,winter,morning
Sunflower,Mangifera indica,No,Vulnerable,Fields,Hyderabad,East India,Turns towards the sun,summer,morning
Sunflower,Aloe barbadensis,Yes,Vulnerable,Rainforests,Pune,East India,National flower of India,spring,afternoon
Tulsi,Mangifera indica,Yes,Vulnerable,Coastal Forests,Delhi,Central India,Survives in arid climates,winter,night
Mango Tree,Nelumbo nucifera,Yes,Vulnerable,Wetlands,Pune,East India,Sacred plant in India,summer,morning
Mango Tree,Mangifera indica,No,Endangered,Orchards,Hyderabad,Central India,Symbol of love and beauty,winter,night
Lotus,Ocimum sanctum,No,Least Concern,Grasslands,Nagpur,Central India,Fast-growing and high yield,winter,morning
Aloe Vera,Ocimum sanctum,No,Endangered,Rainforests,Ahmedabad,North India,National flower of India,monsoon,afternoon
Cactus,Mangifera indica,No,Vulnerable,Rainforests,Chennai,Northeast India,Produces delicious fruit,spring,afternoon
Mango Tree,Pinus,Yes,Endangered,Wetlands,Ahmedabad,Northeast India,Sacred plant in India,monsoon,morning
Aloe Vera,Ocimum sanctum,No,Vulnerable,Coastal Forests,Jaipur,North India,Healing properties for skin,winter,night
Mango Tree,Azadirachta indica,Yes,Vulnerable,Grasslands,Bangalore,East India,Healing properties for skin,winter,afternoon
Cactus,Nelumbo nucifera,Yes,Vulnerable,Fields,Kolkata,Northeast India,Evergreen and long-lived,winter,afternoon
Cactus,Rosa indica,No,Near Threatened,Grasslands,Nagpur,West India,National flower of India,monsoon,night
Aloe Vera,Mangifera indica,No,Endangered,Urban Gardens,Pune,Northeast India,Turns towards the sun,spring,afternoon
Banana Plant,Aloe barbadensis,No,Vulnerable,Deserts,Chennai,East India,Evergreen and long-lived,summer,night
Lotus,Mangifera indica,Yes,Least Concern,Tropical Forests,Pune,South India,Known for medicinal properties,winter,night
Aloe Vera,Rosa indica,Yes,Least Concern,Coastal Forests,Jaipur,Central India,Symbol of love and beauty,spring,morning
Lotus,Pinus,Yes,Endangered,Coastal Forests,Jaipur,South India,Turns towards the sun,spring,night
Tulsi,Helianthus annuus,Yes,Endangered,Wetlands,Hyderabad,Central India,Turns towards the sun,monsoon,night
Rose,Cactaceae,No,Near Threatened,Mountains,Jaipur,East India,Turns towards the sun,monsoon,morning
Pine Tree,Musa acuminata,No,Vulnerable,Orchards,Ahmedabad,North India,Healing properties for skin,spring,morning
Tulsi,Helianthus annuus,No,Endangered,Urban Gardens,Lucknow,South India,Symbol of love and beauty,monsoon,night
Cactus,Rosa indica,Yes,Vulnerable,Grasslands,Hyderabad,West India,Known for medicinal properties,winter,night
Pine Tree,Azadirachta indica,No,Least Concern,Coastal Forests,Jaipur,Northeast India,Healing properties for skin,summer,morning
Neem Tree,Musa acuminata,No,Vulnerable,Grasslands,Hyderabad,West India,Produces delicious fruit,summer,morning
Banana Plant,Nelumbo nucifera,Yes,Least Concern,Rainforests,Mumbai,Northeast India,Fast-growing and high yield,monsoon,night
Aloe Vera,Pinus,Yes,Least Concern,Orchards,Hyderabad,East India,Known for medicinal properties,monsoon,night
Tulsi,Mangifera indica,Yes,Near Threatened,Tropical Forests,Pune,North India,Healing properties for skin,winter,morning
Sunflower,Cactaceae,Yes,Endangered,Rainforests,Amravati,North India,Evergreen and long-lived,monsoon,morning
Aloe Vera,Helianthus annuus,Yes,Endangered,Rainforests,Lucknow,Central India,National flower of India,spring,night
Mango Tree,Nelumbo nucifera,No,Least Concern,Rainforests,Ahmedabad,North India,Symbol of love and beauty,summer,afternoon
Rose,Mangifera indica,Yes,Endangered,Wetlands,Hyderabad,West India,Survives in arid climates,spring,night
Sunflower,Pinus,No,Vulnerable,Grasslands,Ahmedabad,Northeast India,Produces delicious fruit,monsoon,night
Tulsi,Pinus,Yes,Least Concern,Grasslands,Lucknow,North India,Symbol of love and beauty,winter,morning
Sunflower,Azadirachta indica,No,Vulnerable,Grasslands,Delhi,East India,Fast-growing and high yield,summer,afternoon
Lotus,Rosa indica,No,Vulnerable,Coastal Forests,Bangalore,North India,Known for medicinal properties,winter,night
Tulsi,Aloe barbadensis,Yes,Near Threatened,Urban Gardens,Lucknow,Northeast India,Evergreen and long-lived,summer,morning
Cactus,Pinus,Yes,Near Threatened,Rainforests,Mumbai,East India,Survives in arid climates,summer,afternoon
Pine Tree,Musa acuminata,Yes,Endangered,Tropical Forests,Mumbai,Northeast India,Produces delicious fruit,monsoon,afternoon
Mango Tree,Musa acuminata,No,Near Threatened,Wetlands,Delhi,East India,Turns towards the sun,monsoon,night
Rose,Azadirachta indica,Yes,Near Threatened,Urban Gardens,Amravati,West India,Evergreen and long-lived,summer,night
Aloe Vera,Ocimum sanctum,No,Near Threatened,Urban Gardens,Nagpur,North India,Evergreen and long-lived,winter,morning
Mango Tree,Rosa indica,No,Endangered,Rainforests,Bangalore,South India,Healing properties for skin,spring,morning
Banana Plant,Nelumbo nucifera,No,Vulnerable,Orchards,Nagpur,North India,Healing properties for skin,monsoon,morning
Lotus,Nelumbo nucifera,No,Near Threatened,Orchards,Hyderabad,South India,National flower of India,winter,morning
Sunflower,Aloe barbadensis,No,Endangered,Orchards,Lucknow,Central India,Produces delicious fruit,summer,afternoon
Tulsi,Musa acuminata,No,Least Concern,Urban Gardens,Lucknow,East India,Fast-growing and high yield,winter,morning
Lotus,Ocimum sanctum,No,Near Threatened,Tropical Forests,Kolkata,Northeast India,Known for medicinal properties,summer,night
Neem Tree,Cactaceae,No,Vulnerable,Fields,Delhi,North India,National flower of India,summer,morning
Sunflower,Ocimum sanctum,No,Vulnerable,Mountains,Chennai,South India,Turns towards the sun,winter,afternoon
Sunflower,Mangifera indica,Yes,Least Concern,Mountains,Hyderabad,North India,Healing properties for skin,monsoon,afternoon
Cactus,Rosa indica,Yes,Endangered,Tropical Forests,Bangalore,North India,Symbol of love and beauty,summer,night
Banana Plant,Ocimum sanctum,Yes,Least Concern,Tropical Forests,Lucknow,Central India,Produces delicious fruit,summer,night
Tulsi,Helianthus annuus,Yes,Endangered,Grasslands,Amravati,West India,Produces delicious fruit,monsoon,night
Tulsi,Helianthus annuus,Yes,Vulnerable,Wetlands,Mumbai,Central India,Survives in arid climates,winter,night
Aloe Vera,Cactaceae,No,Least Concern,Rainforests,Ahmedabad,Northeast India,Produces delicious fruit,summer,afternoon
Neem Tree,Nelumbo nucifera,No,Vulnerable,Orchards,Amravati,East India,Healing properties for skin,spring,morning
Aloe Vera,Pinus,Yes,Vulnerable,Rainforests,Delhi,Northeast India,Turns towards the sun,summer,afternoon
Banana Plant,Pinus,Yes,Least Concern,Grasslands,Lucknow,West India,Healing properties for skin,summer,morning
Cactus,Helianthus annuus,No,Least Concern,Wetlands,Jaipur,East India,Fast-growing and high yield,spring,morning
Aloe Vera,Helianthus annuus,Yes,Least Concern,Mountains,Pune,West India,National flower of India,summer,morning
Banana Plant,Rosa indica,No,Near Threatened,Orchards,Delhi,West India,Fast-growing and high yield,spring,night
Tulsi,Nelumbo nucifera,Yes,Endangered,Mountains,Delhi,Central India,Survives in arid climates,monsoon,afternoon
Tulsi,Pinus,No,Endangered,Wetlands,Jaipur,North India,Known for medicinal properties,monsoon,night
Pine Tree,Helianthus annuus,Yes,Least Concern,Mountains,Jaipur,Central India,Evergreen and long-lived,monsoon,night
Neem Tree,Rosa indica,No,Least Concern,Rainforests,Pune,North India,Evergreen and long-lived,spring,night
Lotus,Aloe barbadensis,No,Least Concern,Wetlands,Delhi,East India,Fast-growing and high yield,summer,night
Neem Tree,Nelumbo nucifera,Yes,Least Concern,Grasslands,Kolkata,Northeast India,Sacred plant in India,monsoon,night
Tulsi,Pinus,Yes,Endangered,Orchards,Ahmedabad,Northeast India,Known for medicinal properties,summer,night
Neem Tree,Ocimum sanctum,No,Endangered,Tropical Forests,Ahmedabad,West India,Known for medicinal properties,spring,night
Tulsi,Pinus,Yes,Vulnerable,Wetlands,Mumbai,Northeast India,Healing properties for skin,monsoon,afternoon
Rose,Rosa indica,Yes,Near Threatened,Deserts,Delhi,East India,Sacred plant in India,monsoon,afternoon
Pine Tree,Ocimum sanctum,Yes,Least Concern,Wetlands,Bangalore,West India,Survives in arid climates,winter,afternoon
Banana Plant,Cactaceae,Yes,Near Threatened,Mountains,Amravati,East India,Produces delicious fruit,spring,afternoon
Rose,Aloe barbadensis,No,Endangered,Mountains,Nagpur,Northeast India,Fast-growing and high yield,spring,afternoon
Lotus,Ocimum sanctum,No,Near Threatened,Coastal Forests,Amravati,Northeast India,Sacred plant in India,spring,afternoon
Neem Tree,Cactaceae,No,Vulnerable,Tropical Forests,Hyderabad,South India,Survives in arid climates,monsoon,night
Rose,Pinus,Yes,Endangered,Wetlands,Kolkata,Central India,Healing properties for skin,monsoon,afternoon
Rose,Aloe barbadensis,Yes,Near Threatened,Rainforests,Hyderabad,Central India,Produces delicious fruit,winter,night
Rose,Rosa indica,No,Least Concern,Fields,Jaipur,West India,Healing properties for skin,winter,morning
Cactus,Musa acuminata,Yes,Least Concern,Fields,Kolkata,Northeast India,Healing properties for skin,spring,afternoon
Pine Tree,Helianthus annuus,No,Near Threatened,Fields,Bangalore,South India,National flower of India,monsoon,night
Tulsi,Ocimum sanctum,Yes,Endangered,Deserts,Chennai,East India,Healing properties for skin,winter,afternoon
Rose,Nelumbo nucifera,Yes,Vulnerable,Coastal Forests,Nagpur,Northeast India,Sacred plant in India,summer,morning
Mango Tree,Musa acuminata,No,Vulnerable,Orchards,Nagpur,East India,Sacred plant in India,summer,morning
Mango Tree,Rosa indica,No,Near Threatened,Deserts,Hyderabad,North India,Evergreen and long-lived,spring,afternoon
Aloe Vera,Cactaceae,No,Least Concern,Deserts,Hyderabad,Central India,Symbol of love and beauty,winter,morning
Sunflower,Nelumbo nucifera,Yes,Vulnerable,Deserts,Nagpur,Central India,Known for medicinal properties,winter,night
Sunflower,Helianthus annuus,Yes,Endangered,Grasslands,Hyderabad,East India,Produces delicious fruit,monsoon,morning
